Jeff Ramsey,30,Raw Deal,2
Jeff Rendell,46,Cabin Fever,2
Jeff Scott,31,The Warriors,2
Jeff Walters,2,Star Wars: Episode I - The Phantom Menace,2
Jefferson Mappin,19,Unforgiven,2
Jefferson Mappin,29,The Freshman,3
Jefferson Mays,10,Alfie,2
Jefferson Mays,41,Kinsey,3
Jeffrey Combs,3,Faust: Love of the Damned,2
Jeffrey Combs,9,House on Haunted Hill,2
Jeffrey DeMunn,4,Phenomenon,2
Jeffrey DeMunn,4,The Blob,2
Jeffrey DeMunn,10,Burn After Reading,2
Jeffrey Donovan,3,Changeling,2
Jeffrey Howard,13,Galaxy Quest,2
Jeffrey Hunter,1,King of Kings,2
Jeffrey Hunter,2,A Kiss Before Dying,2
Jeffrey Jay Cohen,15,Back to the Future,2
Jeffrey Jones,4,The Devil's Advocate,2
Jeffrey Jones,6,Sleepy Hollow,2
Jeffrey Kramer,7,Jaws,2
Jeffrey Kramer,7,Santa Claus,2
Jeffrey Lee Gibson,26,Invincible,2
Jeffrey Lurie,28,Jerry Maguire,2
Jeffrey M. Meyer,40,The Time Machine,3
Jeffrey Michael,57,The Warriors,2
Jeffrey Moon,63,The Pursuit of Happyness,2
Jeffrey Nordling,8,Flicka,2
Jeffrey Nordling,34,Love Affair,2
Jeffrey Tambor,2,How the Grinch Stole Christmas,2
Jeffrey Tambor,7,Doctor Dolittle,2
Jeffrey Voorhees,12,Jaws,2
Jeffrey Waid,45,Courage Under Fire,2
Jeffrey Wright,13,Casino Royale,2
Jeffrey Wright,45,Presumed Innocent,2
Jemma McKenzie-Brown,15,High School Musical 3: Senior Year,2
Jen Sung Outerbridge,47,4: Rise of the Silver Surfer,2
Jen Talarico,47,Prom Night,2
Jena Malone,4,Into the Wild,2
Jena Malone,7,Pride & Prejudice,2
Jena Malone,13,Contact,2
Jenette Goldstein,16,Titanic,2
Jenica Bergere,11,Psycho Beach Party,2
Jenifer Chatfield,17,F/X2,2
Jenna Boyd,5,The Hunted,2
Jenna Boyd,8,The Missing,2
Jenna Elfman,3,Clifford's Really Big Movie,2
Jenna Elfman,22,Doctor Dolittle,2
Jenna Elfman,26,Grosse Pointe Blank,2
Jenna Fischer,10,Slither,2
Jenna Hurt,31,The Break-Up,3
Jennae Linnell,123,Appaloosa,2
Jennessa Rose,38,Charlotte's Web,2
Jennie Eisenhower,38,Mona Lisa Smile,2
Jennie Lee Vaughn-Campbel...,19,Prom Night,2
Jennifer Alden,18,Wedding Crashers,2
Jennifer Aniston,2,The Break-Up,3
Jennifer Beals,14,Runaway Jury,2
Jennifer Bowen,48,Mona Lisa Smile,2
Jennifer Connelly,2,A Beautiful Mind,2
Jennifer Connelly,3,Requiem for a Dream,2
Jennifer Connelly,3,Some Girls,2
Jennifer Coolidge,2,American Pie,2
Jennifer Coolidge,14,Lemony Snicket's A Series of Unfortunate Events,2
Jennifer Copping,11,Slither,2
Jennifer Ellison,8,The Phantom of the Opera,5
Jennifer Esposito,2,Conspiracy,2
Jennifer Esposito,4,Crash,3
Jennifer Esposito,4,Taxi,2
Jennifer Gimenez,40,Charlie's Angels: Full Throttle,2
Jennifer H. Anderson,108,Mona Lisa Smile,2
Jennifer Habib,23,"Yours, Mine and Ours",2
Jennifer Hutchins,13,Smile,2
Jennifer Jason Leigh,1,Kansas City,2
Jennifer L. Hamilton,30,Twister,2
Jennifer Lincoln,36,The Blob,2
Jennifer Lopez,2,Shall We Dance,2
Jennifer Lopez,3,Jersey Girl,2
Jennifer Martin,29,The Wicker Man,2
Jennifer McComb,35,Lean on Me,2
Jennifer Morrison,10,Mr. & Mrs. Smith,2
Jennifer Rope,6,Faust: Love of the Damned,2
Jennifer Rucker,10,Boogeyman,2
Jennifer Salt,8,Midnight Cowboy,3
Jennifer Schwalbach Smith,9,Jersey Girl,2
Jennifer Shull,30,The Razor's Edge,2
Jennifer Tilly,1,Bride of Chucky,2
Jennifer Tilly,2,The Wrong Guy,2
Jennifer Van Dyck,14,Michael Clayton,2
Jennifer York,31,Bandits,2
Jenny Gabrielle,19,Employee of the Month,2
Jenny Gregg Stewart,27,Halloween,2
Jenny Lewis,5,The Wizard,2
Jenny Lovell,9,Darkness Falls,2
Jenny Maguire,31,The Baxter,2
Jenny McShane,8,The Watcher,2
Jenny Robertson,20,Balls of Fury,3
Jenny Wright,1,"I, Madman",2
Jensen Ackles,1,My Bloody Valentine,2
Jeremy A. Metcalf,41,Cabin Fever,2
Jeremy Bergman,9,Kicking & Screaming,2
Jeremy Bulloch,5,Star Wars: Episode III - Revenge of the Sith,2
Jeremy Crutchley,7,Ask the Dust,2
Jeremy Davies,20,Twister,2
Jeremy Fitzgerald,30,The Time Machine,3
Jeremy Glazer,53,Letters from Iwo Jima,2
Jeremy Howard,16,The Cure,2
Jeremy Irons,1,Dead Ringers,2
Jeremy Irons,2,Being Julia,2
Jeremy Irons,2,The Mission,2
Jeremy Irons,4,Appaloosa,2
Jeremy Irons,10,The Time Machine,3
Jeremy James Kissner,11,Great Expectations,2
Jeremy McGrath,41,Charlie's Angels: Full Throttle,2
Jeremy Mosier,44,The In-Laws,2
Jeremy Northam,3,Gloria,2
Jeremy Northam,4,Enigma,2
Jeremy Piven,7,Grosse Pointe Blank,2
Jeremy Piven,8,Runaway Jury,2
Jeremy Ratchford,23,Unforgiven,2
Jeremy Renner,5,North Country,3
Jeremy Renner,6,The Assassination of Jesse James by the Coward Robert Ford,3
Jeremy Roberts,16,The Mask,3
Jeremy Sheffield,11,Last Chance Harvey,2
Jeremy Sisto,5,Unknown,2
Jeremy Suarez,57,Jerry Maguire,2
Jeremy Sumpter,2,Peter Pan,2
Jeremy Swift,5,Boy A,3
Jeremy Thibodeau,54,The Greatest Game Ever Played,2
Jeremy Zimmerman,18,The Three Musketeers,3
Jeri Craden,19,F/X2,2
Jerili Romero,23,Planet Terror,2
Jermaine Hopkins,5,Lean on Me,2
Jermaine Plummer,68,Fever Pitch,2
Jernard Burks,29,Léon,2
Jerod Mixon,13,"Me, Myself & Irene",2
Jeroen Krabbé,3,No Mercy,2
Jeroen Krabbé,5,The Fugitive,2
Jerome Cowan,6,Miracle on 34th Street,2
Jerome Cowan,9,The Maltese Falcon,2
Jerrall Hinds,77,Appaloosa,2
Jerry Brown,39,Ben-Hur,2
Jerry Cantrell,51,Jerry Maguire,2
Jerry Carlton,13,Getting Even with Dad,2
Jerry Colonna,22,Road to Morocco,2
Jerry Dean,9,Gloria,2
Jerry Edwards McLilly,61,The Pursuit of Happyness,2
Jerry Fogel,21,The Day of the Locust,2
Jerry Fuentes,132,Appaloosa,2
Jerry Garcia,1,The Grateful Dead,2
Jerry Gardner,18,Natural Born Killers,3
Jerry Hardin,14,The Associate,2
Jerry Hardy,112,Appaloosa,2
Jerry Harte,16,Santa Claus,2
Jerry Harte,22,Indiana Jones and the Last Crusade,2
Jerry Hewitt,50,The Warriors,2
Jerry Inzerillo,35,Casino Royale,2
Jerry Jordan,91,Mona Lisa Smile,2
Jerry King,21,The Missing,2
Jerry Lawler,7,Man on the Moon,2
Jerry Lewis,1,The Bellboy,2
Jerry O'Connell,5,"Yours, Mine and Ours",2
Jerry O'Connell,6,Jerry Maguire,2
Jerry Stiller,3,The Heartbreak Kid,2
Jerry Stiller,6,Teacher's Pet,2
Jerry Stiller,11,Hairspray,2
Jerry Stovin,7,Lolita,2
Jerry Swindall,8,The Beach,4
Jerry Walter,22,The Enforcer,2
Jerry Ziesmer,26,Jerry Maguire,2
Jery Hewitt,39,Raw Deal,2
Jerzy Gudejko,9,La double vie de Véronique,2
Jerzy Skolimowski,15,Eastern Promises,2
Jesika Cannon,35,The Phantom of the Opera,5
Jesper Christensen,8,Casino Royale,2
Jess Harnell,5,Clifford's Really Big Movie,2
Jess Lee Brooks,18,Sullivan's Travels,2
Jessalyn Gilsig,1,Quest for Camelot,3
Jessalyn Gilsig,14,Prom Night,2
Jessamy R. Finét,6,Fever Pitch,2
Jesse Bradford,10,Presumed Innocent,2
Jesse De Luna,18,The Hitcher,2
Jesse De Villa,70,The Guardian,2
Jesse Eisenberg,3,The Hunting Party,3
Jesse Frechette,22,The Assassination of Jesse James by the Coward Robert Ford,3
Jesse James,3,The Amityville Horror,2
Jesse Littlejohn,13,Soldier,2
Jesse Merz,24,Homeward Bound: The Incredible Journey,2
Jesse Rath,58,The Greatest Game Ever Played,2
Jesse Ventura,5,Predator,3
Jessey Meng,12,The Mummy: Tomb of the Dragon Emperor,2
Jessica Alba,2,4: Rise of the Silver Surfer,2
Jessica Biel,1,The Texas Chainsaw Massacre,2
Jessica Biel,4,The Rules of Attraction,2
Jessica Bohl,5,Transformers,2
Jessica Bowman,4,Joy Ride,2
Jessica Flaherty,30,The Whole Ten Yards,2
Jessica Gee,50,4: Rise of the Silver Surfer,2
Jessica Greco,18,Assault on Precinct 13,2
Jessica Habib,24,"Yours, Mine and Ours",2
Jessica Harper,17,"Me, Myself & Irene",2
Jessica Hecht,7,The Forgotten,2
Jessica Hecht,11,Dan in Real Life,2
Jessica Jickels,13,We're No Angels,2
Jessica Lange,1,Hush,2
Jessica Lange,2,The Postman Always Rings Twice,2
Jessica Lange,3,Cape Fear,3
Jessica Lussier,16,Dan in Real Life,2
Jessica Masserman,38,Cabin Fever,2
Jessica Oyelowo,18,Sleepy Hollow,2
Jessica Renae Miller,37,Casino Royale,2
Jessica Shortkoff,52,Cabin Fever,2
Jessica Simpson,2,Employee of the Month,2
Jessica Stramer,32,The Break-Up,3
Jessica Stroup,2,The Hills Have Eyes II,2
Jessica Stroup,3,Prom Night,2
Jessica Stroup,16,School for Scoundrels,2
Jessica Swift,11,Zardoz,2
Jessica Tandy,3,The Birds,2
Jessica Vilchis,24,The Break-Up,3
Jessica Wesson,10,Flipper,2
Jessie Kamm,35,Alexander,2
Jessie Keosian,15,Léon,2
Jessie Nelson,46,Tucker: The Man and His Dream,2
Jesus Alberto Guzman,84,Jerry Maguire,2
Jesus Ochoa,9,Man on Fire,2
Jet Li,2,The Mummy: Tomb of the Dragon Emperor,2
Jett Lucas,53,Star Wars: Episode III - Revenge of the Sith,2
Jewel Benedict,28,Phenomenon,2
Ji Sung,2,Save the Last Dance,2
Jia Song,11,Smile,2
Jill Baker,21,Notes on a Scandal,2
Jill Beach,23,Flight of the Navigator,2
Jill Bennett II,5,Britannia Hospital,2
Jill Flint,16,The Women,3
Jill Hennessy,9,Wild Hogs,2
Jill Hennessy,14,Dead Ringers,2
Jill Jaress,16,The Jazz Singer,2
Jill Quigg,16,Gone Baby Gone,2
Jill Talley,8,The Ladies Man,2
Jill Wolsey,46,Body of Lies,2
Jillian Amburgey,9,Problem Child 2,2
Jillian Armenante,10,North Country,3
Jim Armenti,2,Young @ Heart,2
Jim Bearden,20,The Scarlet Letter,2
Jim Broadbent,3,Around the World in 80 Days,2
Jim Broadbent,3,Hot Fuzz,2
Jim Broadbent,3,Richard III,2
Jim Broadbent,4,Gangs of New York,2
Jim Broadbent,4,Moulin Rouge!,2
Jim Broadbent,6,Indiana Jones and the Kingdom of the Crystal Skull,2
Jim Cantafio,22,Live Free or Die Hard,2
Jim Carrey,1,Fun with Dick and Jane,2
Jim Carrey,1,How the Grinch Stole Christmas,2
Jim Carrey,1,Lemony Snicket's A Series of Unfortunate Events,2
Jim Carrey,1,Man on the Moon,2
Jim Carrey,1,"Me, Myself & Irene",2
Jim Carrey,1,The Mask,3
Jim Carrey,1,Yes Man,3
Jim Carter,8,Richard III,2
Jim Carter,16,Flash Gordon,2
Jim Cummings,6,The Road to El Dorado,2
Jim Cummings,11,Anastasia,2
Jim DeMarse,23,The Baxter,2
Jim Doughan,19,The Mask,3
Jim Farley,4,The General,3
Jim Finnerty,44,The Pursuit of Happyness,2
Jim Florentine,2,War,2
Jim Fox,18,"Mystery, Alaska",2
Jim Francis,13,The Final Cut,2
Jim Gaffigan,32,Trust the Man,2
Jim Giovanni,39,Tucker: The Man and His Dream,2
Jim Granger,46,Appaloosa,2
Jim Haynie,5,The Bridges of Madison County,2
Jim Haynie,25,48 Hrs.,2
Jim Hechim,14,Twisted,2
Jim Hodge,29,"Oh, God! You Devil",2
Jim Holt,14,Evil Angels,2
Jim Iglehart,21,Beyond the Valley of the Dolls,2
Jim Irsay,115,Jerry Maguire,2
Jim Lampley,22,Balls of Fury,3
Jim Lau,11,Flight of the Phoenix,2
Jim Lau,52,4: Rise of the Silver Surfer,2
Jim Martin,8,Bill & Ted's Bogus Journey,2
Jim Moffatt,89,Jerry Maguire,2
Jim Moody,18,Lean on Me,2
Jim Norton,34,Into the West,2
Jim Pirri,34,The Wizard,2
Jim Rash,10,Slackers,2
Jim Rash,25,Balls of Fury,3
Jim Rice,58,Fever Pitch,2
Jim Rome,23,The Longest Yard,2
Jim Sullivan,25,Tank Girl,2
Jim Tarwater,12,Appaloosa,2
Jim Tarwater,48,The Missing,2
Jim Towers,53,Scarface,3
Jim Turner,16,The Lost Boys,2
Jim Varney,4,Toy Story,2
Jim Wilkey,23,Cobra,2
Jim Wilkey,35,The Fugitive,2
Jim Youngs,4,Nobody's Fool,2
Jimmi Simpson,4,Stay Alive,2
Jimmi Simpson,5,Loser,2
Jimmie Dundee,25,Sullivan's Travels,2
Jimmie F. Skaggs,10,Dead End,2
Jimmie F. Skaggs,31,Lethal Weapon,2
"Jimmy ""The Greek"" Snyder",18,The Cannonball Run,2
Jimmy Bennett,4,The Amityville Horror,2
Jimmy Bennett,6,Evan Almighty,2
Jimmy Breslin,5,Crazy Love,2
Jimmy Bryant,10,The General,3
Jimmy Cliff,2,Rude Boy,2
Jimmy Conlin,22,Sullivan's Travels,2
Jimmy Fallon,2,Fever Pitch,2
Jimmy Fallon,2,Taxi,2
Jimmy Gardner,25,Robin Hood: Prince of Thieves,2
Jimmy Graham,47,Invincible,2
Jimmy Herman,10,Dances with Wolves,2
Jimmy Jean-Louis,14,The Bourne Identity,2
Jimmy Keogh,10,The MatchMaker,2
Jimmy King,40,Trust the Man,2
Jimmy Lewis,40,The Cannonball Run,2
Jimmy Palumbo,42,Invincible,2
Jimmy Ray Pickens,17,Courage Under Fire,2
Jimmy Shubert,19,The Italian Job,2
Jimmy Smagula,32,The Island,2
Jimmy Smits,10,Star Wars: Episode II - Attack of the Clones,2
Jimmy Smits,17,Star Wars: Episode III - Revenge of the Sith,2
Jimmy Thompson,28,Singin' in the Rain,3
Jimmy Yuill,29,Henry V,2
Jimmy and Tilly Gerard,18,The Bellboy,2
Jimmy de Grassio,23,Wayne's World,2
Jindai Joseph,52,August Rush,4
Jinpachi Nezu,12,Kagemusha,2
Jiri Lenc,68,Casino Royale,2
Jo Farkas,27,Tank Girl,2
Jo Van Fleet,6,East of Eden,2
Jo Van Fleet,7,Cool Hand Luke,2
JoAnn Dearing,19,Cat People,2
JoAnna McCullough,49,Soul Survivors,2
JoBeth Williams,16,Fever Pitch,2
Joan Allen,2,Tucker: The Man and His Dream,2
Joan Allen,3,Face/Off,3
Joan Allen,3,The Mists of Avalon,2
Joan Allen,4,Death Race,2
Joan Blondell,7,Grease,2
Joan Cusack,2,The School of Rock,2
Joan Cusack,4,Where the Heart Is,2
Joan Cusack,5,Grosse Pointe Blank,2
Joan Cusack,24,Toy Story,2
Joan Douglas,43,The Manchurian Candidate,3
Joan Lemmo,30,The Karate Kid,3
Joan Marsh,13,Anna Karenina,2
Joan Marsh,22,All Quiet on the Western Front,2
Joan Murphy,38,Midnight Cowboy,3
Joan Palmateer,41,Bandits,2
Joan Plowright,4,Britannia Hospital,2
Joan Plowright,6,The Scarlet Letter,2
Joan Severance,3,"See No Evil, Hear No Evil",2
Joan Shawlee,8,Some Like It Hot,2
Joan Sheehy,24,Into the West,2
Joan Standing,9,Dracula,3
Joan Taylor,2,20 Million Miles to Earth,2
Joan Vohs,8,Sabrina,2
Joan Woodbury,28,The Ten Commandments,2
Joanna Barnes,11,The Parent Trap,2
Joanna Dickens,20,Never Say Never Again,2
Joanna Ernest,103,The Phantom of the Opera,5
Joanna Gleason,4,F/X2,2
Joanna Gleason,11,The Women,3
Joanna Going,16,Runaway Jury,2
Joanna Lin Black,30,The Ring,3
Joanna Merlin,75,The Ten Commandments,2
Joanna Sanchez,21,Slackers,2
Joanna Scanlan,9,Notes on a Scandal,2
Joanna Woodliffe,132,The Phantom of the Opera,5
Joanne Lindsay,11,Bloody Sunday,2
Joanne Woodward,3,A Kiss Before Dying,2
Joaquin Phoenix,2,Gladiator,2
Jocelyn Jones,15,The Enforcer,2
Jock Worthen,23,Albino Alligator,2
Jodhi May,5,The Best Man,2
Jodhi May,5,The Last of the Mohicans,2
Jodhi May,12,The Scarlet Letter,2
Jodie Foster,1,Contact,2
Jodie Foster,1,Panic Room,2
Jodie Foster,3,Inside Man,2
Jodie Foster,6,Taxi Driver,2
Jodie Markell,12,Joshua,2
Jodie Wilson,37,My Girl,2
Jodie Wilson,38,Cape Fear,3
Jody Savin,36,Bottle Shock,2
Joe Adams,15,Cabin Fever,2
Joe Adams,15,The Manchurian Candidate,3
Joe Arquette,11,The Guardian,2
Joe Aufiery,13,Dead Poets Society,2
Joe Badalucco,19,Kinsey,3
Joe Bellan,10,The Enforcer,2
Joe Benoit,3,Young @ Heart,2
Joe Bob Briggs,16,Face/Off,3
Joe Breen,3,Angela's Ashes,2
Joe Camp,9,Benji the Hunted,2
Joe Canutt,42,Ben-Hur,2
Joe Clarke,11,Nobody's Fool,2
Joe Cornish,24,Hot Fuzz,2
Joe D'Angerio,15,Of Mice and Men,2
Joe D. Lauck,44,The Fugitive,2
Joe Daly,20,The Mission,2
Joe Don Baker,5,Cape Fear,3
Joe Don Baker,12,Joe Dirt,2
Joe Don Baker,21,Cool Hand Luke,2
Joe E. Brown,6,Some Like It Hot,2
Joe E. Ross,16,The Bellboy,2
Joe El Rady,49,The Last Boy Scout,2
Joe Escalante,18,That Darn Cat,2
Joe Finnegan,20,The Last of the Mohicans,2
Joe Flaherty,7,The Wrong Guy,2
Joe Flaherty,9,Slackers,2
Joe Flood,23,Tucker: The Man and His Dream,2
Joe Fowler,29,Cobra,2
Joe Gerety,32,Live Free or Die Hard,2
Joe Grifasi,8,Presumed Innocent,2
Joe Grifasi,10,Natural Born Killers,3
Joe Grifasi,14,The Deer Hunter,2
Joe Guastaferro,43,The Fugitive,2
Joe Guglielmucci,59,Invincible,2
Joe Guzaldo,54,The Fugitive,2
Joe Howard,10,Grumpy Old Men,2
Joe Howard,24,The Mighty Ducks,2
Joe Ingoldsby,26,The Freshman,3
Joe Inscoe,11,Lassie,2
Joe Jackson,23,The Greatest Game Ever Played,2
Joe KJecko,26,The Cannonball Run,2
Joe Keaton,7,The General,3
Joe Lerer,16,Getting Even with Dad,2
Joe Lerer,27,Tucker: The Man and His Dream,2
Joe Levitch,12,The Bellboy,2
Joe Lisi,12,Taxi,2
Joe Lisi,19,Kiss of Death,2
Joe Lo Truglio,12,The Baxter,2
Joe Mantegna,5,Albino Alligator,2
Joe Mantell,10,The Birds,2
Joe Marmo,52,Scarface,3
Joe Matheson,15,Dead Ringers,2
Joe Michael Terry,6,Missing in Action 2: The Beginning,2
Joe Morton,9,Of Mice and Men,2
Joe Pantoliano,3,Unknown,2
Joe Pantoliano,4,The Fugitive,2
Joe Pantoliano,7,Bad Boys,2
Joe Pantoliano,8,The Moguls,2
Joe Pentangelo,25,Kiss of Death,2
Joe Pilkington,33,Into the West,2
Joe Ranft,16,Toy Story,2
Joe Regalbuto,8,Raw Deal,2
Joe Regalbuto,22,Bottle Shock,2
Joe Rubbo,4,The Last American Virgin,2
Joe Sabatino,27,The Ring,3
Joe Saenz,34,The Missing,2
Joe Santos,52,The Last Boy Scout,2
Joe Seely,5,A Nightmare on Elm Street: The Dream Child,2
Joe Seneca,6,The Blob,2
Joe Sheridan,13,Dangerous Liaisons,2
Joe Sikora,11,The Watcher,2
Joe Spinell,21,Taxi Driver,2
Joe Spinell,29,The Godfather,2
Joe Thompson,55,Invincible,2
Joe Unitas,29,Bandits,2
Joe Viviani,27,"See No Evil, Hear No Evil",2
Joe Warfield,18,Hard Target,2
Joe Warfield,36,Strangers on a Train,2
Joe Yrigoyen,41,Ben-Hur,2
Joe Yule,18,Go West,2
Joe Zaloom,35,Kinsey,3
Joe de Laronde,28,Black Robe,2
Joel Allen,11,Sunset Blvd.,2
Joel Allen,14,Strangers on a Train,2
Joel Ashley,40,The Ten Commandments,2
Joel Blake,7,The Associate,2
Joel Davis,23,Spellbound,2
Joel Duncan,26,The Assassination of Jesse James by the Coward Robert Ford,3
Joel Edgerton,8,Ned Kelly,2
Joel Edgerton,13,King Arthur,2
Joel Edgerton,24,Star Wars: Episode III - Revenge of the Sith,2
Joel Edgerton,30,Star Wars: Episode II - Attack of the Clones,2
Joel Gretsch,15,National Treasure: Book of Secrets,2
Joel Harris,33,Bulletproof Monk,2
Joel Helleny,20,The Curse of the Jade Scorpion,2
Joel Homan,35,The Italian Job,2
Joel Kolker,24,Cape Fear,3
Joel Kramer,40,Raw Deal,2
Joel M. Reed,8,Night of the Zombies,2
Joel McCrary,33,Charlotte's Web,2
Joel McCrea,1,Sullivan's Travels,2
Joel McNichol,12,The Assassination of Jesse James by the Coward Robert Ford,3
Joel Michaely,20,The Rules of Attraction,2
Joel Michaely,20,Wonderland,3
Joel Michaely,25,But I'm a Cheerleader,2
Joel Palmer,21,Mona Lisa Smile,2
Joel Robinson,45,The Fugitive,2
Joel Sweto,25,"See No Evil, Hear No Evil",2
Joel Tobeck,10,30 Days of Night,2
Joel Tobeck,16,The Lord of the Rings: The Return of the King,2
Joel Wajsberg,28,Nirgendwo in Afrika,2
Joel Weiss,36,The Warriors,2
Joely Collins,39,The Final Cut,2
Joely Fisher,21,Mixed Nuts,2
Joely Fisher,21,The Mask,3
"Joey ""Coco"" Diaz",27,Taxi,2
Joey Anaya,25,The Time Machine,3
Joey Chin,7,King of New York,2
Joey Cramer,1,Flight of the Navigator,2
Joey Gaydos Jr.,8,The School of Rock,2
Joey Kern,4,Cabin Fever,2
Joey Lauren Adams,3,The Break-Up,3
Joey Miyashima,9,High School Musical,2
Joey Miyashima,16,High School Musical 3: Senior Year,2
Joey Naber,46,4: Rise of the Silver Surfer,2
Joey Plewa,37,Die Hard,2
Joey Slotnick,22,Twister,2
Joey Wang,6,Sien nui yau wan,2
Joey Wong,4,Sien nui yau wan,2
Johan Libéreau,17,Tais-toi!,2
"John ""Spud"" McConnell",18,Interview with the Vampire: The Vampire Chronicles,4
John 'Ras Kidus' Corneliu...,3,Rude Boy,2
John A. Russo,13,Night of the Living Dead,2
John Abbott,1,Treasure Island,2
John Abbott,12,The Jungle Book,3
John Alden,21,The Italian Job,2
John Alderton,3,Calendar Girls,3
John Alderton,4,Zardoz,2
John Ales,6,The Nutty Professor,2
John Alexander,12,Mighty Joe Young,2
John Allen Cassady,21,Santa Claus,2
John Anderson,12,Psycho,2
John Archie,22,Flight of the Navigator,2
John Ashcroft,6,The Power of Nightmares: The Rise of the Politics of Fear,2
John Ashton,5,Gone Baby Gone,2
John Aylward,15,Buddy,2
John Aylward,23,North Country,3
John Bach,43,The Chronicles of Narnia: Prince Caspian,2
John Banner,8,King Solomon's Mines,3
John Barrard,8,Santa Claus,2
John Barrard,42,The Man Who Knew Too Much,2
John Barrowman,14,The Producers,2
John Bayliss,25,Dead Ringers,2
John Beasley,7,The Cure,2
John Beasley,9,The Mighty Ducks,2
John Beck,4,Rollerball,2
John Beck (II),18,Rollerball,2
John Bedford Lloyd,5,Tough Guys Don't Dance,2
John Belushi,1,Animal House,2
John Benfield,5,Treasure Island,2
John Benjamin Hickey,8,The Bone Collector,2
John Bennes,12,Weekend at Bernie's,2
John Blackborow,2,The Endurance: Shackleton's Legendary Antarctic Expedition,2
John Boles,3,Frankenstein,2
John Boorman,13,Zardoz,2
John Boswall,28,Nineteen Eighty-Four,2
John Boylan,26,Fever Pitch,2
John Brandon,22,Scarface,3
John Brinton Hogan,19,Stoked: The Rise and Fall of Gator,2
John Brown,10,Strangers on a Train,2
John Brown,32,The Day the Earth Stood Still,2
John Burton,11,The Day the Earth Stood Still,2
John C. Isbell,35,Cat People,2
John C. McGinley,3,Nothing to Lose,3
John C. McGinley,6,Get Carter,2
John C. McGinley,16,Wild Hogs,2
John C. Reilly,4,The Aviator,2
John C. Reilly,5,Gangs of New York,2
John C. Reilly,9,We're No Angels,2
John C. Vennema,39,Presumed Innocent,2
John Canada Terrell,13,Boomerang,2
John Canoe,9,Frozen River,3
John Capodice,10,"See No Evil, Hear No Evil",2
John Carpenter,19,Village of the Damned,2
John Carradine,12,The Ten Commandments,2
John Carroll,4,Go West,2
John Carroll Lynch,10,Face/Off,3
John Carroll Lynch,15,Grumpy Old Men,2
John Carter,54,Scarface,3
John Cassini,9,Get Carter,2
John Cazale,2,The Deer Hunter,2
John Cazale,4,The Godfather,2
John Cenatiempo,19,The Last Boy Scout,2
John Chancer,44,Casino Royale,2
John Cheung,4,Shao Lin san shi liu fang,2
John Cho,1,Harold & Kumar Go to White Castle,2
John Chow,60,Charlie's Angels: Full Throttle,2
John Christensen,35,Waking Life,2
John Civitarese,28,Cousins,2
John Clark,37,Raw Deal,2
John Cleese,3,Charlotte's Web,2
John Cleese,4,The Out-of-Towners,2
John Cleese,12,Around the World in 80 Days,2
John Cleese,14,Charlie's Angels: Full Throttle,2
John Colicos,3,The Postman Always Rings Twice,2
John Comer,15,The Mists of Avalon,2
John Cortay,44,Sunset Blvd.,2
John Costelloe,9,Kiss of Death,2
John Cothran Jr.,13,Yes Man,3
John Crawford,7,The Enforcer,2
John Crowther,15,Missing in Action 2: The Beginning,2
John Cunningham,16,Dead Poets Society,2
John Curtin,26,Mac and Me,2
John Cusack,1,Grosse Pointe Blank,2
John Cusack,1,Runaway Jury,2
John Cusack,2,Anastasia,2
John Cuthbert,13,Some Girls,2
John D. Fowler,81,Mona Lisa Smile,2
John Dallimore,22,Robin Hood: Prince of Thieves,2
John David Bland,26,Tank Girl,2
John Davidson,27,Prince Valiant,2
John De Santis,23,Thir13en Ghosts,3
John DeVries,25,The Baxter,2
John Demy,35,Blind Date,2
John Dennis Johnston,27,48 Hrs.,2
John Derek,6,The Ten Commandments,2
John Diehl,13,Fire Down Below,2
John Dierkes,24,Prince Valiant,2
John Dodsworth,15,Singin' in the Rain,3
John Doolittle,11,"Oh, God! You Devil",2
John Doucette,13,Strangers on a Train,2
John Doumanian,11,The Curse of the Jade Scorpion,2
John Doyle,11,Babe,2
John Drummond,18,The Fugitive,2
John Duerler,28,Taxi,2
John E. Blazier,7,Best of the Best 3: No Turning Back,2
John E. Moyer,20,Dreamer: Inspired by a True Story,2
John Edson,24,Cloak & Dagger,2
John Ehrin,20,Bill & Ted's Bogus Journey,2
John Ellison Conlee,10,Trust the Man,2
John Ellison Conlee,68,Kinsey,3
John Emery,3,Kronos,2
John Emery,9,Spellbound,2
John Epperson,38,Kinsey,3
John Ericson,6,Bad Day at Black Rock,2
John Erwin,24,Babe,2
John Evans,20,Bandits,2
John Fallon,18,Alone in the Dark,3
John Farley,13,Believers,2
John Farrell MacDonald,14,My Darling Clementine,2
John Farrell MacDonald,32,Sullivan's Travels,2
John Fiedler,16,12 Angry Men,2
John Fiedler,34,The Cannonball Run,2
John Finn,7,The Hunted,2
John Finn,14,True Crime,2
John Ford Noonan,12,Flirting with Disaster,2
John Forsythe,3,In Cold Blood,2
John Forsythe,4,Charlie's Angels: Full Throttle,2
John Fortune,12,Match Point,2
John Fortune,13,Calendar Girls,3
John Francis,24,Robin Hood: Prince of Thieves,2
John Francis,25,The Manchurian Candidate,3
John Freeman,30,Animal House,2
John Furlong,13,The Front Page,2
John Furlong,16,The Postman Always Rings Twice,2
John Gallaudet,7,In Cold Blood,2
